display-name,publication,review-text,original-score-and-url,original-score-and-url 2
Widgett Walls,Needcoffee.com,Tom Hardy can apparently do more with only 20% of his face than most people can do with all of their face.,"| Original Score: 4.5/5
                
                |","Jul 21, 2012"
Dennis Schwartz,Dennis Schwartz Movie Reviews,Relies on eye-opening spectacular action sequences throughout to provide the thrills.,"| Original Score: B
                
                |","Jul 21, 2012"
Brian Orndorf,Blu-ray.com,"A massive film with a forceful thematic grip, it might actually qualify as three sequels for the price of one.","| Original Score: B+
                
                |","Jul 21, 2012"
Michelle Alexandria,Eclipse Magazine,"Christopher Nolan can't direct an exciting action scene to save his life. He's no Michael Bay! You have to admire the scope of his vision even if it does have major flaws. There wasn't enough of Batman being, you know, Batman in this.","| Original Score: B+
                
                |","Jul 21, 2012"
Michael Dequina,TheMovieReport.com,"'The legend ends' makes for a most inaccurate tag line for the film, for this ambitious, largely satisfying wrap-up only further ensures that Nolan's legendary achievement with this three-film cycle will long live on.","| Original Score: 3.5/4
                
                |","Jul 20, 2012"
Adam Fendelman,HollywoodChicago.com,Pour one part Michael Bay (eye candy) plus another part Quentin Tarantino (rich writing) and the resulting mutation is Christopher Nolan and his near-perfect Batman conclusion to one of the greatest trilogies of all time.,"| Original Score: 4.5/5.0
                
                |","Jul 20, 2012"
Jim Schembri,3AW,"Topping the genre-changing achievements of Batman Begins (2005) and The Dark Knight (2008), director Christopher Nolan here delivers a serious spectacle, a blockbuster with brains, an action movie for adults.","| Original Score: 4.4/5
                
                |","Jul 20, 2012"
Tim Brayton,Antagony & Ecstasy,"Satisfying without being more than slightly breathtaking, a hugely appealling broad-strokes action movie that nevertheless feels that, given everything, it should have a bit... more.","| Original Score: 7/10
                
                |","Jul 20, 2012"
Linda Cook,"Quad City Times (Davenport, IA)",It rises above other sequels and its predecessors.,"| Original Score: 4/4
                
                |","Jul 20, 2012"
Mike McGranaghan,Aisle Seat,"This is an amazingly brave piece of filmmaking, in that it stares directly into the abyss - and then pulls out one hell of a satisfying ending.","| Original Score: 4/4
                
                |","Jul 20, 2012"
Chris Laverty,Clothes on Film,"Exciting, audacious and thematically rich; Christopher Nolan refuses to play safe.",|,"Jul 20, 2012"
Christopher Orr,The Atlantic,"There was an opportunity here for Nolan to show us another way, to (again) stretch the boundaries of what is possible in a superhero film. Instead, alas, the latter half of The Dark Knight Rises retreats toward conventionality.",|,"Jul 20, 2012"
Jeffrey Overstreet,Looking Closer,It gets lost in the labyrinth of its own ethical questions. ... That's not to say there aren't plenty of staggeringly awesome moments.,"| Original Score: B
                
                |","Jul 20, 2012"
Paul Chambers,Movie Chambers,"You just have to MARVEL at how Nolan interweaves his characters. And, unlike the second film, I found the last 45 minutes of ""The Dark Knight Rises"" to be the strongest act. The twists, turns and reveals are first-rate.","| Original Score: A
                
                |","Jul 20, 2012"
Kevin Carr,Fat Guys at the Movies,"It's a good movie, and taken against the slate of dozens of comic book movies over the decades, it's a fine effort. But compared to its superior predecessor, it underwhelms.","| Original Score: 3/5
                
                |","Jul 20, 2012"
Jonathan W. Hickman,Daily Film Fix,"...it is a superhero movie, after all, and will be enjoyed by that wide audience. The shame is that the promise of the last film was that a superhero film could rise above its expectations and ""Dark Knight"" rises but not to the top.","| Original Score: 6/10
                
                |","Jul 20, 2012"
Lori Hoffman,Atlantic City Weekly,"With a couple of spectacular plot twists, and several crowd-pleasing nods to his previous Batman films, Nolan delivers an elegant farewell.","| Original Score: 3.5/4
                
                |","Jul 20, 2012"
Jeff Meyers,"Metro Times (Detroit, MI)","Though the canvass is bigger, the cast more assured and the action pieces more impressive - The Joker's embrace of violence and chaos cut closer to the bone. Nothing here feels as spontaneous or as dangerous as Ledger's lip-smacking performance.","| Original Score: B+
                
                |","Jul 20, 2012"
Scott Weinberg,GeekNation,"One of the best marriages we've ever seen between the art of superhero storytelling and the ""evil"" of large-scale commerce.","| Original Score: 4.5/5
                
                |","Jul 20, 2012"
Wilson Morales,BlackFilm.com,"Nolan has given a fitting, although long-winded at times, powerful and satisfying ending to the greatest comic book movie franchise thus far.","| Original Score: 4/5
                
                |","Jul 20, 2012"
Pete Vonder Haar,Houston Press,It's like nobody in Gotham City ever saw Die Hard.,"| Original Score: 3.5/5
                
                |","Jul 20, 2012"
Jeremy Wheeler,TV Guide,"Fans of the series might be satisfied with what they find in the movie, but that doesn't mean that there aren't valid criticisms to be found in this lofty, yet meandering third outing.","| Original Score: 3.5/4
                
                |","Jul 20, 2012"
Rob Vaux,Mania.com,1) It isn't as good as the first two. 2) It's still pretty good. 3) Don't beat me.,"| Original Score: B+
                
                |","Jul 20, 2012"
Michael Burgin,Paste Magazine,The Dark Knight Rises joins the long list of finales that don't measure up to what's gone immediately before. But that doesn't mean it'll be any easier of an act to follow.,"| Original Score: 8.2/10
                
                |","Jul 20, 2012"
Peter Rainer,Christian Science Monitor,I'm not arguing that Rises should be Singin' in the Rain. But its Wagnerian ambitions are not matched by its material. It hasn't earned its darkness.,"| Original Score: C+
                
                |","Jul 20, 2012"
Chris Bumbray,JoBlo's Movie Network,Everything I hoped it would be and more...,"| Original Score: 10/10
                
                |","Jul 20, 2012"
Mathew DeKinder,Suburban Journals of St. Louis,"It will be hard for any future version of Batman, or any superhero movie for that matter, to fully escape the shadow cast by these three films. All that's left to do is stand and applaud.","| Original Score: 4.5/5
                
                |","Jul 20, 2012"
Rubin Safaya,Cinemalogue,Hollywood always bets on the audience's willingness to settle for less than they deserve.,"| Original Score: C-
                
                |","Jul 20, 2012"
Clay Cane,BET.com,"Could've been titled 'Inception: Gotham City Edition.' About 90 minutes is near genius, the rest is useless. An endurable two hours and forty-five minutes, but I would never sit through it again - unless I could fast-forward to Catwoman's scenes.","| Original Score: B-
                
                |","Jul 20, 2012"
Kurt Loder,Reason Online,"Groping for shape and substance in the long shadow of The Dark Knight, this movie is an unexpected disappointment.",|,"Jul 20, 2012"
Catherine Bray,Film4,"A thorny thicket redeemed by its willingness to at least highlight big problems. A film for our times, then.",|,"Jul 20, 2012"
Alison Gang,San Diego Union-Tribune,There's no doubt that fans of the legendary Nolan trilogy will find a finale that satisfies.,"| Original Score: 3/4
                
                |","Jul 20, 2012"
John Wirt,"Advocate (Baton Rouge, LA)","Featuring complex characters and a densely orchestrated, escalating series of menacing events, it's a grand-slam finale.","| Original Score: 4/4
                
                |","Jul 20, 2012"
Phil Villarreal,OK! Magazine,"It's this series' version of The Matrix Revolutions, The Godfather Part III or Caddyshack 2.","| Original Score: 1.5/4
                
                |","Jul 20, 2012"
Diva Velez,TheDivaReview.com,"The Dark Knight Rises is by far the worst of the trilogy and surprising in its ineptitude. Lifeless and overlong, one can't make many excuses for this dull, empty, unfocused mess that is a sad end to what was a wonderful ride.","| Original Score: 2.5/5
                
                |","Jul 20, 2012"
Willie Waffle,WaffleMovies.com,Hathaway puts in the performance of her career as the movie builds to a mind blowing crescendo.,"| Original Score: 3.5/4
                
                |","Jul 20, 2012"
Alex Zane,The Sun (UK),A phenomenal piece of film-making by a director at the top of his game and a spectacular and emotional end to the trilogy.,"| Original Score: 5/5
                
                |","Jul 19, 2012"
Radheyan Simonpillai,AskMen.com,"Nolan's final chapter is flawed, incoherent and self-serious, all of which are inherent traits to the entire series. Other traits shared with the series are the bouts of wit, sweeping performances, epic scope and rousing spectacle.","| Original Score: 83/100
                
                |","Jul 19, 2012"
Mark Pfeiffer,Reel Times: Reflections on Cinema,"The Dark Knight Rises remains a fascinating film, albeit one that suffers from an excess of ambition and deficiency in unifying its objectives with clarity.","| Original Score: C+
                
                |","Jul 19, 2012"
Eugene Novikov,eFilmCritic.com,"Though 'The Dark Knight' may be the better, shrewder film, its sequel improbably turns out to be more personal","| Original Score: B+
                
                |","Jul 19, 2012"
David Medsker,Bullz-Eye.com,"The Dark Knight Rises is arguably Christopher Nolan's weakest movie, but let's put that in perspective: it's still better than the best Transformers movie.","| Original Score: 3/5
                
                |","Jul 19, 2012"
Donald Clarke,Irish Times,"A beautifully made, often dazzling melodrama that features very occasional appearances from some bloke in Kevlar fetish-wear.","| Original Score: 3/5
                
                |","Jul 19, 2012"
Bob Mondello,NPR,"The biggest surprise may just be how satisfying Nolan has made his farewell to a Dark Knight trilogy that many fans will wish he'd extend to a 10-part series, at least.",|,"Jul 19, 2012"
Tom Charity,CNN.com,"Others will see it differently, but for me this is a disappointingly clunky and bombastic conclusion to a superior series -- Nolan's biggest and worst movie to date.",|,"Jul 19, 2012"
Beth Accomando,KPBS.org,"In The Dark Knight Rises, one character talks about revenge and a slow knife that is patient for satisfaction. That describes Nolan as well.",|,"Jul 19, 2012"
Sandie Angulo Chen,Common Sense Media,Bale's final Batman is as gritty and dark as the first two.,"| Original Score: 4/5
                
                |","Jul 19, 2012"
Michelle Orange,Movieline,"A frequently, unnervingly glorious triumph of brawn over brains.","| Original Score: 7.5/10
                
                |","Jul 19, 2012"
Joshua Starnes,ComingSoon.net,"What flaws The Dark Knight Rises has are few and far between, with most of it hitting just the right note as it prances between the darkest depths and the most hopeful highs like a cat on a hot tin roof.","| Original Score: 9/10
                
                |","Jul 19, 2012"
Lisa Kennedy,Denver Post,The director and cowriter/brother Jonathan Nolan pay heed to Wayne's wounded emotional arc. And the film is a feat of painstakingly crafted closure.,"Full Review
                
                
                    | Original Score: 3.5/4
                
                |","Jul 19, 2012"
Marc Savlov,Austin Chronicle,"Nolan, a Brit, has made a comic-book film that doubles as a commentary on contemporary American society.","| Original Score: 3.5/5
                
                |","Jul 19, 2012"
Jon Frosch,France24,"Furiously paced, full of powerfully staged action and emotional nuance, and performed with great heart by a cast featuring faces both familiar and new.",|,"Jul 19, 2012"
Walter Chaw,Film Freak Central,"Nolan's Batman movies are time capsules of our zeitgeist, and while I hope their nihilism and hopelessness are misplaced, they feel just right.","| Original Score: 3.5/4
                
                |","Jul 19, 2012"
David Sterritt,Tikkun,"The film is unreal and irrelevant on every level, lacking even the modest virtues of Nolan's two previous Batman pictures.",|,"Jul 19, 2012"
Frank Swietek,One Guy's Opinion,"Alternately lugubrious and frantic, crammed with incidental characters, plot threads and expository flashbacks that try to explain a numbingly complicated but ultimately silly story, [it]feels every bit of its 164-minute running-time, and then some.","| Original Score: C-
                
                |","Jul 19, 2012"
Mark Sells,The Reel Deal,"A heavy, chaotic drama on a massive scale that tackles modern issues and concerns.","| Original Score: 3.5/5
                
                |","Jul 19, 2012"
Robin Clifford,Reeling Reviews,"The production values are brilliant. Camera, costumes, sets, production design and the rest are superior and, with the roller coaster ride Nolan gives us, make the 164-minute film fly by.","| Original Score: B+
                
                |","Jul 19, 2012"
Frederic and Mary Ann Brussat,Spirituality & Practice,A formidable examination of the roles of superheroes in our society and the importance of purpose in life.,"| Original Score: 4/5
                
                |","Jul 19, 2012"
Jim Judy,Screen It!,"Better and certainly deeper than most other superhero pics, but not able to match the brilliance of ""TDK."" (Full Content Review for Parents also available)",|,"Jul 19, 2012"
Lawrence Toppman,Charlotte Observer,"Director Christopher Nolan, who wrote the script with brother Jonathan, gets so many of the big things right that I wished they had taken more time with the little ones.","Full Review
                
                
                    | Original Score: 3/4
                
                |","Jul 19, 2012"
Bob Bloom,"Journal and Courier (Lafayette, IN)","It is a fitting climax to a dazzling trilogy that goes way beyond the comic book sensibilities of its character, creating a larger-than-life, flawed and complex hero who ... continues to battle to save a city and its soul.","| Original Score: 3.5/4
                
                |","Jul 19, 2012"
Brian Henry Martin,UTV,"The almighty muzzle on Bane's face mutes his menace and muffles his dialogue. Instead of having the threatening presence of Hannibal Lector and the vocal terror of Darth Vadar, Bane is a big hulking gimp whose many mutterings are mainly incomprehensible","| Original Score: 7/10
                
                |","Jul 19, 2012"
Brian Tallerico,HollywoodChicago.com,"While this level of artistic integrity is rare in Hollywood blockbusters, it doesn't always lead to a perfect final product. There is a fine line between epic majesty and self-indulgent bloat and The Dark Knight Rises crosses it at times.","| Original Score: 4.0/5.0
                
                |","Jul 19, 2012"
Kimberly Gadette,Doddle,"Dark Knight gets an eye-filling send-off. But between muddled plot points, an overlong 2nd act and an underwritten villain, this finale may be strong ... but it turns out that the series' #2 was indeed #1.","| Original Score: 8/10
                
                |","Jul 19, 2012"
Richard Roeper,Richard Roeper.com,TDKR completes on the great trilogies in movie history.,"| Original Score: 4.5/5
                
                |","Jul 19, 2012"
Joe Lozito,Big Picture Big Sound,"The epic, unwieldy conclusion to the ""Dark Knight"" trilogy is everything that made its predecessors great but it can't rise as high as the bar had been set.","| Original Score: 3/4
                
                |","Jul 19, 2012"
Norman Wilner,NOW Toronto,The last 30 seconds of The Dark Knight Rises very nearly had me on my feet cheering. It's just all the stuff in the middle that needs pruning.,"Full Review
                
                
                    | Original Score: 3/5
                
                |","Jul 19, 2012"
Adam Woodward,Little White Lies,"Despite its shortcomings, Nolan's series puts all other comic book franchises in the shade.","| Original Score: 4/5
                
                |","Jul 19, 2012"
Nigel Andrews,Financial Times,"Pompous, oppressive, without humour or humans: a sort of giant plinth for which no one has remembered to make a statue.","| Original Score: 2/5
                
                |","Jul 19, 2012"
Jason Best,Movie Talk,"Nolan gives us dazzling spectacle and gets great performances from his leads. Bale is even more impressive here than on his last two outings, the best screen Batman by far, and he's well matched by Hathaway's sexy and mischievous Catwoman.",|,"Jul 19, 2012"
Duane Dudek,Milwaukee Journal Sentinel,"It stands alone but is also a bookend to the previous two films, and it expands and supplements the world portrayed in them.","Full Review
                
                
                    | Original Score: 3.5/4
                
                |","Jul 19, 2012"
Stephen Silver,EntertainmentTell,"Just a tick below ""The Dark Knight,"" but it's a thrilling, expertly put-together film that cements Nolan's place as the preeminent filmmaker working today.","| Original Score: 4.5/5
                
                |","Jul 19, 2012"
Chris Vognar,Dallas Morning News,"Yes, The Dark Knight Rises. And rises. And rises some more.","Full Review
                
                
                    | Original Score: B+
                
                |","Jul 19, 2012"
Boo Allen,Denton Record-Chronicle,"Over-written, over-plotted and with a ridiculous villain. Disappointing.","| Original Score: 2/5
                
                |","Jul 19, 2012"
Laremy Legel,Film.com,Nolan knows where the good stuff will be mined: big IMAX action scenes juxtaposed with intimate moments of dialogue.,"| Original Score: B+
                
                |","Jul 19, 2012"
Kevin McCarthy,NerdTears.com,The Dark Knight Rises is underwhelming compared to it's two predecessor's yet Nolan still delivers a satisfying conclusion to his epic trilogy! See it in true 70mm IMAX!,"| Original Score: 4/5
                
                |","Jul 19, 2012"
Eric Henderson,WCCO.com (Minneapolis),Dark Knight channeled the nervous energy of a larger cultural movement. Rises swaggers as though it is the larger movement. Whether or not that's a good thing depends on how highly you rank being a Batman fan among your life goals.,|,"Jul 19, 2012"
Matthew Turner,ViewLondon,"A fitting and satisfying end to the trilogy, thanks to an engaging plot, stunning effects sequences and terrific performances from a superb cast, though the fight scenes are still a little disappointing and key elements are frustratingly underwritten.","| Original Score: 4/5
                
                |","Jul 19, 2012"
Alison Jones,Birmingham Post,"The Dark Knight Rises certainly isn't the low note of a Godfather III, but a fitting end to the franchise.","| Original Score: 4/5
                
                |","Jul 19, 2012"
Steven D. Greydanus,Decent Films,"An overwhelming, enthralling climax...Yet something crucial is missing, a question raised ever more insistently in all three films, and at best left unanswered: Is Gotham City worth saving?","| Original Score: B+
                
                |","Jul 19, 2012"
Peter Bradshaw,Guardian,"Christopher Nolan insists on the seriousness of the Batman mythology; he has thoroughly reinvented it, reauthored it and thought it through, in a way no other director has done with any other summer franchise.","| Original Score: 3/5
                
                |","Jul 19, 2012"
Joe Williams,St. Louis Post-Dispatch,"Spoiler alert: ""The Dark Knight Rises"" will earn a billion dollars, be the subject of more master's theses than ""Citizen Kane"" and win the Academy Award for best picture.","| Original Score: 4/4
                
                |","Jul 19, 2012"
Shawn Levy,Oregonian,"""The Dark Knight Rises"" is reasonably accomplished as a gigantic superhero movie; as a meditation on capital and its personal and social discontents, it's strictly from the funny pages.","| Original Score: B
                
                |","Jul 19, 2012"
Graham Young,Birmingham Mail,"The Dark Knight Rises is a brilliant example of a visionary filmmaker leaving his own stamp on a universal story set within the framework of a rock-solid, timeless fantasy franchise.",|,"Jul 19, 2012"
Neil Miller,Film School Rejects,"It is much bigger. But it's also much colder, much more dour and emptier as it plods its way through a flurry of chaos and silliness.","| Original Score: C
                
                |","Jul 19, 2012"
Tom Long,Detroit News,"This could - should - have been a swifter movie, but it sends the Batguy out in style. And let's face it, he's earned it.","| Original Score: B
                
                |","Jul 19, 2012"
Brad Keefe,Columbus Alive,"Even as it pushes toward the three-hour mark, it's an exhilarating, almost exhausting experience.","| Original Score: 3.5/4
                
                |","Jul 19, 2012"
Cynthia Fuchs,PopMatters,"Bane comes at Batman with a prodigious force and bloody fury, premised on the fact that he is built to deliver the hero's punishment and thus his motivation for rising.","| Original Score: 5/10
                
                |","Jul 19, 2012"
Laura Clifford,Reeling Reviews,"...begins like a Bond film, ends much like ""The Avengers"" and has enough story crammed in the middle for about five ordinary films...Hans Zimmer's booming, brooding score gives the whole a feeling of 'great consequence'","| Original Score: A-
                
                |","Jul 19, 2012"
Matthew Razak,Examiner.com,"By completely changing the tone and focus of the film, Nolan smartly makes it nearly impossible to compare Rises to its predecessor.","| Original Score: 5/5
                
                |","Jul 19, 2012"
Rich Heldenfels,Akron Beacon Journal,"While acknowledging its flaws intellectually, I was still emotionally thrilled.","| Original Score: 3.5/4
                
                |","Jul 19, 2012"
Jeffrey Lyles,Lyles' Movie Files,the kind of spectacular edge-of-your-seat epic that will have you hooked right from its jaw-dropping opening sequence and dare you to resist the urge to applaud when it's finished.,"| Original Score: 9.5/10
                
                |","Jul 19, 2012"
CJ Johnson,Film Mafia,"Nolan is skirting brave ground applying Batman to what is essentially a 9/11 story, re-framed as an act of domestic terrorism, but he stays on the audience's side by never treating the terror as sensationalistic ... An extremely satisfying conclusion.","| Original Score: 4/5
                
                |","Jul 19, 2012"
Daniel M. Kimmel,Sci-Fi Movie Page,Move over Avengers. This is how you do a superhero movie!,"| Original Score: 4/4
                
                |","Jul 18, 2012"
Matt Neal,ABC Radio (Australia),"It's not the ideal note to end on, but it's still in tune.","| Original Score: 3/5
                
                |","Jul 18, 2012"
Eric Melin,Scene-Stealers.com,"I'm going out on a limb here: I actually think the movie might work well as a dark comedy on subsequent viewings. I certainly laughed at all kinds of 'wrong' moments, mostly because of Hardy's outrageous accent.","| Original Score: 4/5
                
                |","Jul 18, 2012"
Leonard Maltin,leonardmaltin.com,"It's almost too much to hope for: a summer blockbuster that's compelling, original, well-crafted and perfectly cast. Yet that is precisely what director and co-writer Christopher Nolan has given us in 'The Dark Knight Rises'.","Full Review
                
                
                |","Jul 18, 2012"
Dana Stevens,Slate,"At over two hours and forty minutes long, with repeated scenes of bone-crunching violence and a maddeningly unrelenting percussive score by Hans Zimmer, The Dark Knight Rises is something of an ordeal to sit through.","Full Review
                
                
                |","Jul 18, 2012"
Allan Hunter,Daily Express (UK),The Dark Knight Rises is without doubt this year's unmissable summer blockbuster.,"| Original Score: 5/5
                
                |","Jul 18, 2012"
Andrew O'Hehir,Salon.com,"Arguably the biggest, darkest, most thrilling and disturbing and utterly balls-out spectacle ever created for the screen.",|,"Jul 18, 2012"
Steven Rea,Philadelphia Inquirer,"Production-wise, effects-wise, Nolan's movie - much of its big action sequences shot with Imax cameras - is spectacular.","| Original Score: 3/4
                
                |","Jul 18, 2012"
Gary Thompson,Philadelphia Daily News,"It's overlong, overplotted, but comes together brilliantly in the final moments, sending one of the movies' darkest franchises out on a rousing note.","| Original Score: 3.5/4
                
                |","Jul 18, 2012"
Claudia Puig,USA Today,"A fitting conclusion to an artful trilogy, culminating with satisfying dazzle, despite some notable flaws.","Full Review
                
                
                    | Original Score: 3/4
                
                |","Jul 18, 2012"
Steve Schneider,Orlando Weekly,The Dark Knight Rises covers such ground so compellingly that one almost forgets how brilliantly performed and photographed it all is.,"Full Review
                
                
                    | Original Score: 5/5
                
                |","Jul 18, 2012"
Henry Fitzherbert,Daily Express (UK),For a summer superhero movie The Dark Knight Rises is thrillingly ambitious and serious-minded.,"| Original Score: 4/5
                
                |","Jul 18, 2012"
Perri Nemiroff,Shockya.com,"Unforgettable elaborate sequences and tons of characters you're desperate to spend more time with, but it's still missing a little something when it comes to evoking emotion.","| Original Score: 3.5/5
                
                |","Jul 18, 2012"
Tony Macklin,tonymacklin.net,"The best quality of this film is that it shows that ""blockbusters"" do not have to surrender to a bombardment of special effects. They can keep intelligence and humanity. Because of that monumental lesson, this film could become an important classic.","| Original Score: 4.0/5
                
                |","Jul 18, 2012"
Michael A. Smith,MediaMikes,"Move over, ""Avengers."" You guys may be the latest but Batman was the first. And ""The Dark Knight Rises"" is the best!","| Original Score: 5/5
                
                |","Jul 18, 2012"
Jeanne Kaplan,Kaplan vs. Kaplan,"Not only is it wildly entertaining --- it also has a jarring, intense score by Hans Zimmer, to-die-for sets by Paki Smith, unbelievable cinematography by Wally Pfister, and 11 art directors. All of this combined is why we go to the movies!",|,"Jul 18, 2012"
David Kaplan,Kaplan vs. Kaplan,"I can think of at least four good reasons to plunk down extra cash to see ""The Dark Knight Rises"" on your nearest IMAX screen.",|,"Jul 18, 2012"
Mike Scott,Times-Picayune,"Its soaring third act does offers an exhilarating ending to a great trilogy. But for much of the bloated two hours that precede it, this Dark Knight doesn't rise as much as it flounders and frustrates.","Full Review
                
                
                    | Original Score: 3/5
                
                |","Jul 18, 2012"
Thomas Caldwell,Cinema Autopsy,The Dark Knight Rises is a tonally different film that successfully establishes a scenario of complete despair where much of the action seems futile.,"| Original Score: 4/5
                
                |","Jul 18, 2012"
Mick LaSalle,San Francisco Chronicle,"Moments are stretched. Every recollection must be illustrated by a flashback. Character motivations shift on a dime, and if you understand even half of what's going on -- not generally, but specifically -- you'll be doing better than most.","| Original Score: 2/4
                
                |","Jul 18, 2012"
Gary Wolcott,Tri-City Herald,The Dark Knight Rises ... to the occasion.,"| Original Score: 4.5/5
                
                |","Jul 18, 2012"
Mark Ellis,Schmoes Know,"It's the largest in scale of any of Nolan's Batman movies. The tone felt more like a comic book than any of the rest, and I wanted the darker, reality feel. But it's a good ride, and it closes out the trilogy well.","| Original Score: 4/5
                
                |","Jul 18, 2012"
Chris Hewitt,St. Paul Pioneer Press,"The length feels both appropriate and symbolic: Appropriate because this is the conclusion of an epic. And symbolic because, whereas many big movies feel rushed and sloppy, this is one where they took the time to get everything right.","Full Review
                
                
                    | Original Score: 4/4
                
                |","Jul 18, 2012"
Kristian Harloff,Schmoes Know,"Christopher Nolan, does he tie up the trilogy well? Damn right he does. He pulls great moments from the source material, gives his own spin and wraps up this trilogy with a bang.","| Original Score: 5/5
                
                |","Jul 18, 2012"
Steve Newall,"Flicks (AU, NZ, UK)","The Dark Knight Rises wraps in satisfying fashion, even if it may take a little while to fully grab you.","| Original Score: 4/5
                
                |","Jul 18, 2012"
Kam Williams,AALBC.com,"A tip of the cap, or should I say of the cape, to a terrific trilogy for the ages!","| Original Score: 3/4
                
                |","Jul 18, 2012"
Moira MacDonald,Seattle Times,A satisfying and often breathtaking tale of good and evil.,"Full Review
                
                
                    | Original Score: 3.5/4
                
                |","Jul 18, 2012"
Scott Tobias,AV Club,"At a time when Hollywood seems incapable of doing anything that isn't a grand-scale fantasy, Nolan has hijacked the form to bring it down to earth.","| Original Score: A-
                
                |","Jul 18, 2012"
Peter Keough,Boston Phoenix,This is the best Batman film yet...,"| Original Score: 3.5/4
                
                |","Jul 18, 2012"
Ty Burr,Boston Globe,In case you'd forgotten - and the summer of 2012 has given us much to forget - this is what a superhero movie is supposed to look like.,"| Original Score: 3.5/4
                
                |","Jul 18, 2012"
Peter Sobczynski,eFilmCritic.com,"A sprawling and crazily ambitious epic that builds on the achievement of the previous films instead of merely copying them and takes more genuine risks than any major film of the size and scope than Nolan's equally audacious ""Inception.""","| Original Score: 5/5
                
                |","Jul 18, 2012"
Brandon Judell,CultureCatch,"'The Dark Knight Rises' is so unintelligible, both plot-wise and sound-wise, I'd say nearly a quarter of the dialog was muddled. And if you just want to focus on the lead villain Bane, raise that figure to 75%.",|,"Jul 18, 2012"
Grant Rollings,The Sun (UK),No one can be in any doubt that Bane is the most menacing comic book baddie ever.,|,"Jul 18, 2012"
Rex Reed,Observer,"Speaking lines they cannot possibly understand, not one actor makes any attempt to be believable. So manufactured and synthetic that they eventually lose all sense of reality, they're like reconstituted orange juice and processed cheese.","| Original Score: 1/4
                
                |","Jul 18, 2012"
Manohla Dargis,New York Times,The grave and satisfying finish to Mr. Nolan's operatic bat-trilogy.,"Full Review
                
                
                |","Jul 18, 2012"
Kenneth Turan,Los Angeles Times,"A disturbing experience we live through as much as a film we watch, this dazzling conclusion to director Christopher Nolan's Batman trilogy is more than an exceptional superhero movie, it is masterful filmmaking by any standard.","| Original Score: 5/5
                
                |","Jul 18, 2012"
Mark Dujsik,Mark Reviews Movies,"Bigger is not necessarily always better, but in some cases, like that of The Dark Knight Rises, it is more than enough.","| Original Score: 3.5/4
                
                |","Jul 18, 2012"
Josh Larsen,LarsenOnFilm,"...a far more conventional narrative arc, not to mention an alarming amount of franchise care.","| Original Score: 3/4
                
                |","Jul 18, 2012"
Erin Free,FILMINK (Australia),"Epic and exhilarating in its ambition and execution, Christopher Nolan delivers another landmark in comic book cinema and also a wholly satisfying end note for fans.","Full Review
                
                
                |","Jul 18, 2012"
Adam Bub,MovieFIX,"A keen knowledge of the events of the past films is required, but Nolan skilfully weaves the strands together in spectacular fashion so that the final result leaves you gripped to the seat long after the film has finished.","| Original Score: 4.5/5
                
                |","Jul 18, 2012"
Paul Byrnes,Sydney Morning Herald,"Nolan is a much better director than the character has had before, and the trilogy fits together as a whole, but this final instalment is flabby, and some might wonder at the sensitivity of its metaphors.","| Original Score: 2.5/5
                
                |","Jul 18, 2012"
Nick Schager,Slant Magazine,Christopher Nolan's capper of his Batman trilogy is a summer blockbuster of grand inclinations in both form and content.,"| Original Score: 3/4
                
                |","Jul 18, 2012"
Rene Rodriguez,Miami Herald,"Saddled with the impossible expectations surrounding the final chapter in his trilogy of Batman movies, Nolan surprises by one-upping you. He gives you more than you expected.","Full Review
                
                
                    | Original Score: 4/4
                
                |","Jul 18, 2012"
Rebecca Murray,About.com,[Christopher] Nolan finishes up the trilogy with one of the best films of 2012.,"| Original Score: A
                
                |","Jul 18, 2012"
Joe Neumaier,New York Daily News,"While director Christopher Nolan and star Christian Bale's epic of criminality and all-consuming conviction ultimately falls a bit short, their Batman trilogy ends with a suitably thrilling mix of guts and glory.","| Original Score: 4/5
                
                |","Jul 18, 2012"
Ann Hornaday,Washington Post,"[Nolan] has made a completely satisfying movie with The Dark Knight Rises, one steeped enough in self-contained mythology to reward hard-core fans while giving less invested viewers a rousing, adroitly executed piece of popcorn entertainment.","| Original Score: 3.5/4
                
                |","Jul 18, 2012"
Victoria Alexander,Film Festival Today,Nolan created a nihilist anthem. He dumped Batman gadgetry. Makes every past superhero movie look like a boy's backyard staging of Star Wars. Bane takes the movie. Nolan plays to Bale's need to get badly beaten up.,|,"Jul 18, 2012"
Brad Wheeler,Globe and Mail,"This is a sequel that succeeds, meeting expectations built ridiculously high by fan culture and savvy marketing. In the end, Nolan's Dark Knight rises to the occasion.","| Original Score: 3.5/4
                
                |","Jul 18, 2012"
J. R. Jones,Chicago Reader,"The script, by Nolan and his brother Jonathan, takes a few vague pokes at Wall Street and the financial elite but mainly revives the ponderous psychodrama of the first movie.",|,"Jul 18, 2012"
Nell Minow,Beliefnet,"The ""Dark Knight Rises"" title applies equally to both hero and villain in this story. This is like a chess game where all the pieces are black.","| Original Score: B+
                
                |","Jul 18, 2012"
Matt Pais,RedEye,Far exceeds The Avengers and The Amazing Spider-Man in ambition and wows.,"| Original Score: 3/4
                
                |","Jul 18, 2012"
